timestamp,x,y,WiFi 1,WiFi 2,WiFi 3
0,0.2,10.209999999999999,0.0,0.0,0.0
0,0.2,10.219999999999999,0.0,0.0,0.0
1,0.2,10.229999999999999,0.0,0.0,0.0
2,0.2,10.239999999999998,0.0,0.0,0.0
3,0.2,10.249999999999998,0.0,0.0,0.0
4,0.2,10.259999999999998,0.0,0.0,0.0
5,0.2,10.269999999999998,0.0,0.0,0.0
6,0.2,10.279999999999998,0.0,0.0,0.0
7,0.2,10.289999999999997,0.0,0.0,0.0
8,0.2,10.299999999999997,0.0,0.0,0.0
9,0.2,10.309999999999997,0.0,0.0,0.0
10,-0.01137771468869192,11.602261562646852,9.188184221653174,25.74665678579343,45.215911213599945
11,-0.021777883820040898,11.67535117046949,9.188184221653174,25.74665678579343,45.215911213599945
12,-0.032178052951389875,11.748440778292128,9.188184221653174,25.74665678579343,45.215911213599945
13,-0.042578222082738856,11.821530386114766,9.188184221653174,25.74665678579343,45.215911213599945
14,-0.05297839121408783,11.894619993937404,9.188184221653174,25.74665678579343,45.215911213599945
15,-0.0633785603454368,11.967709601760042,9.188184221653174,25.74665678579343,45.215911213599945
16,-0.07377872947678578,12.04079920958268,9.188184221653174,25.74665678579343,45.215911213599945
17,-0.08417889860813475,12.113888817405318,9.188184221653174,25.74665678579343,45.215911213599945
18,-0.09457906773948373,12.186978425227956,9.188184221653174,25.74665678579343,45.215911213599945
19,-0.1049792368708327,12.260068033050594,9.188184221653174,25.74665678579343,45.215911213599945
20,0.8215138632307838,11.364995656938229,9.100333230386942,25.882414966666293,44.450895005053184
21,0.8993716618980082,11.347631683916607,9.100333230386942,25.882414966666293,44.450895005053184
22,0.9772294605652326,11.330267710894985,9.100333230386942,25.882414966666293,44.450895005053184
23,1.0550872592324572,11.312903737873363,9.100333230386942,25.882414966666293,44.450895005053184
24,1.1329450578996816,11.29553976485174,9.100333230386942,25.882414966666293,44.450895005053184
25,1.210802856566906,11.278175791830119,9.100333230386942,25.882414966666293,44.450895005053184
26,1.2886606552341304,11.260811818808497,9.100333230386942,25.882414966666293,44.450895005053184
27,1.3665184539013548,11.243447845786875,9.100333230386942,25.882414966666293,44.450895005053184
28,1.4443762525685793,11.226083872765253,9.100333230386942,25.882414966666293,44.450895005053184
29,1.5222340512358037,11.208719899743631,9.100333230386942,25.882414966666293,44.450895005053184
30,1.7197704549919453,11.608827228576992,7.364986612816349,24.704575472239608,43.273952676529895
